,url,title,author,text,results,score<br>
115,https://poets.org/poem/december-1919-0,"December, 1919",Claude McKay,"Last night I heard your voice, mother,<br>
The words you sang to me<br>
When I, a little barefoot boy,<br>
Knelt down against your knee.<br>
And tears gushed from my heart, mother,<br>
And passed beyond its wall,<br>
But though the fountain reached my throat<br>
The drops refused to fall.<br>
'Tis ten years since you died, mother,<br>
Just ten dark years of pain,<br>
And oh, I only wish that I<br>
Could weep just once again.",POSITIVE,0.9655894041061401<br>
116,https://poets.org/poem/life-7,Life,Carrie Law Morgan Figgs,"1<br>
A moment of pleasure,<br>
An hour of pain,<br>
A day of sunshine,<br>
A week of rain,<br>
A fortnight of peace,<br>
A month of strife,<br>
These taken together<br>
Make up life.<br>
2<br>
One real friend<br>
To a dozen foes,<br>
Two open gates,<br>
’Gainst twenty that’s closed,<br>
Prosperity’s chair,<br>
Then adversity’s knife;<br>
These my friends<br>
Make up life.<br>
3<br>
At daybreak a blossom,<br>
At noontime a rose,<br>
At twilight ’tis withered,<br>
At evening ’tis closed.<br>
The din of confusion,<br>
The strain of the fife,<br>
These with other things<br>
Make up life.<br>
4<br>
A smile, then a tear,<br>
Like a mystic pearl,<br>
A pause, then a rush<br>
Into the mad whirl,<br>
A kiss, then a stab<br>
From a traitor’s knife;<br>
I think that you’ll agree with me,<br>
That this life.",POSITIVE,0.9965847730636597<br>
117,https://poets.org/poem/paul-laurence-dunbar,For Paul Laurence Dunbar,Countee Cullen,"Born of the sorrowful of heart,<br>
Mirth was a crown upon his head;<br>
Pride, kept his twisted lips apart<br>
In jest, to hide a heart that bled.",POSITIVE,0.9974278807640076<br>
118,https://poets.org/poem/sock-hop,Sock Hop,Anis Mojgani,"I was following the little dog through the skinny trees.<br>
I was just collecting water glasses.<br>
I was filling them at the well and carrying them back, one by one,<br>
trying not to drop a single drop.<br>
I was wearing the same shirt as the day before and the day before that<br>
And the day before that.<br>
Asking all my ghosts to join me on the dance floor.<br>
Let’s Twist, let’s shimmy.<br>
While the room waltzes, I will Watusi.<br>
I was Jimmy Switchblade.<br>
I was the Three Cherries Gang.<br>
I was the tallest cigarette in the pack<br>
I was black jacket black collared collar up. I was actually yellow shirt lost.<br>
I was laying in the dirt and piling it on. I believed if I kept trying to bury myself<br>
then maybe I could talk to some other world.<br>
I just got dirty.<br>
My belly was heavy.<br>
For months, I barely moved.<br>
After she left I barely moved.<br>
I watched the sun go down, and while waiting for it to return I slept<br>
–dreaming of the bicycle but I did not know what the bicycle was.<br>
I thought, What a strange horse that fish is—do I kill it or ride it?<br>
How do I do either of those?<br>
Instead, I baptized myself with bath water, rode the airplanes like they were church.<br>
Hoped the chains could not climb this high.<br>
Staring out the windows, I made a list of my body parts that no longer worked,<br>
folded it into an envelope,<br>
hoping my mother or a former lover would one day come across it.<br>
That list is a poem not a list.<br>
So is this one.<br>
I rode the airplanes<br>
until they brought me 530 miles from the room I was born inside of.<br>
My fists back then were not so much smaller than they are now, simply tighter.<br>
I have been shrinking more and more with every month.<br>
The South it is my beautiful bed.<br>
One day bury me in it.<br>
Till then I will touch it from time to time.<br>
Carry me inside its wet wet heat–<br>
I sweat when I walk.<br>
When I walk I see my dreams come closer.<br>
What I thought was a horse or a fish was really a girl on a bicycle.<br>
She had small fingers but reached them towards me.<br>
I neither killed nor rode her.<br>
All I did was make a hand.<br>
All I did was get wet.<br>
All I did was shake my body like a library in an earthquake.<br>
I spilled books like holy water.<br>
My rooms were a mess.<br>
The ceiling came in closer to read all that I was–a thousand years of spines,<br>
a pale suit stitched from a riverbank. Bags of the heaviest dust. Splinters<br>
on my tongue from licking the roofs of so many cathedrals–<br>
I had worked so hard for my sorrow.<br>
So I asked my boss for the night off.<br>
Caught another plane.<br>
Rode it to a dance in Chicago.<br>
I combed my hair, slicked down with pomade. Put my shiniest belt buckle on.<br>
I saw Suzie on the dance floor.<br>
She put a quarter in the jukebox and grabbed me like a police man<br>
asked What you do Ace?<br>
I told her I work at a malt shop. And sometimes I bury things.<br>
But I ain’t too good at that. I ain’t always too good at that I told her.<br>
She looked at me like we had prayed on the same cliff.<br>
She told me she didn’t believe in God anymore.<br>
I told her I still did.<br>
Her and I, we have prayed on the same cliff.<br>
She held me like a handcuff.<br>
I swallowed keys.<br>
I danced with Suzie all night long.<br>
I’m still waiting for the sun to come up.<br>
I don’t care if it never does.<br>
I am warm enough.",NEGATIVE,0.9974513649940491<br>
119,https://poets.org/poem/ode-sun,Ode to the Sun,Eloise Bibb Thompson,"How many scenes, O sun,<br>
Hast thou not shone upon!<br>
How many tears, O light,<br>
Have dropped before thy sight!<br>
How many heart-felt sighs,<br>
How many piercing cries,<br>
How many deeds of woe,<br>
Dost thy bright light not know!<br>
How many broken hearts,<br>
That are pierced by sorrow’s darts<br>
How many maddened brains,<br>
That are wild with passion’s rains;<br>
How many soul-sick lives,<br>
Stabbed with despair’s sharp knives,<br>
Hast thou above the skies,<br>
Not seen with thy radiant eyes!<br>
Shine on, majestic one!<br>
Shine on, O glorious sun!<br>
And never fail to cheer<br>
My life so dark and drear.<br>
Whene’er thou shinest bright,<br>
And show thy brilliant light,<br>
The cares I know each day<br>
Silently steal away.",POSITIVE,0.9935988187789917<br>
120,https://poets.org/poem/pessimist,For a Pessimist,Countee Cullen,"He wore his coffin for a hat,<br>
Calamity his cape,<br>
While on his face a death's-head sat<br>
And waved a bit of crape.",NEGATIVE,0.9994756579399109<br>
121,https://poets.org/poem/gertrude-rooms,Gertrude: In the Rooms,Kate Daniels,"Sometimes I still think of Gertrude<br>
and all her privacies, of the tenuous<br>
sheen of her thin gray hair,<br>
and the sculptural, elegant way<br>
she piled it high up on her head.<br>
Even now<br>
typing these simple words, vividly<br>
she returns, conjuring the images<br>
that made her real, transcending<br>
the withered anonymities of elderly<br>
citizens one passes in the street<br>
without even noticing a whole life<br>
is walking by…<br>
Gertrude’s<br>
agony seemed different from ours.<br>
Older. Well-thumbed. Polite<br>
And buckled to her person<br>
Like a well-fitting garment. Ours?<br>
Untamed, sharp-edged and shouting.<br>
Hungry infant, railing in a crib. Not<br>
noiseless and ancient like hers.<br>
Nor glamorous as a hologram<br>
Of anguish, flickering and glittering<br>
with broken fragments of<br>
captured light which lit her up<br>
inside her grief and made her<br>
glow…<br>
Surely she could not<br>
be as fragile as she looked,<br>
carrying that weight. We craved<br>
the object lesson of her tragedy<br>
thinking it would teach us how<br>
to transcend our sobbing,<br>
corporeal essences that grieved<br>
us so, and held us back as we<br>
kept on searching for the sure<br>
way out: the red door marked exit<br>
that Gertrude (we assumed)<br>
had passed through long before.<br>
If you’re lucky, she once said<br>
elliptically and apropos of nothing<br>
specific, It will bring you to your knees,<br>
speaking so softly we could barely<br>
even hear her, her legs crossed at the ankles<br>
arranged off center, cotillion style<br>
of the debutante she once had been.<br>
Her vein-swollen, bony hand<br>
gestured midpoint of her chest<br>
as if something still lodged there<br>
that had never broken free.<br>
The rest of us felt shocked then—or I did<br>
anyway—perceiving the torment<br>
still living inside her that we thought<br>
she had conquered. The mystery was how<br>
someone insignificant and ordinary<br>
as Gertrude had redistributed<br>
that weight, and reoriented<br>
the magnetic poles that for us<br>
always defaulted to agony.<br>
She had been our hero,<br>
icon of a victory that could<br>
one day be ours if we learned<br>
to live as Gertrude lived: elegant<br>
and stoical, silencing our constant<br>
clamoring for relief. But now<br>
here she was: testifying to victory<br>
or defeat? We could not tell, and that<br>
Fucked us up. Oracular and<br>
Eternal was what we’d<br>
thought she was. In possession<br>
of the answer. Instead,<br>
her image and her words—<br>
It will bring you to your knees<br>
turned us back into ourselves.<br>
where the suffering was,<br>
and the mystery, and offered<br>
no answer but the hard shock<br>
of our knees knocking against<br>
the earth, and the prickling burn<br>
of blood breaking its barrier of skin<br>
and starting to flow.",POSITIVE,0.8570395708084106<br>
122,https://poets.org/poem/escape-1,Escape,Georgia Douglas Johnson,"Shadows, shadows,<br>
Hug me round,<br>
So that I shall not be found<br>
By sorrow:<br>
She pursues me<br>
Everywhere,<br>
I can't lose her<br>
Anywhere.<br>
Fold me in your black<br>
Abyss,<br>
She will never look<br>
In this,—<br>
Shadows, shadows,<br>
Hug me round<br>
In your solitude<br>
Profound.",POSITIVE,0.9987577199935913<br>
123,https://poets.org/poem/little-book-cheerful-thoughts,The Little Book of Cheerful Thoughts,Jeffrey Harrison,"Small enough to fit<br>
in your shirt pocket<br>
so you could take it out<br>
in a moment of distress<br>
to ingest a happy<br>
maxim or just stare<br>
a while at its orange<br>
and yellow cover<br>
(so cheerful in itself<br>
you need go no further),<br>
this little booklet<br>
wouldn’t stop a bullet<br>
aimed at your heart<br>
and seems a flimsy<br>
shield against despair,<br>
whatever its contents.<br>
But there it is<br>
by the cash register,<br>
so I pick it up<br>
as I wait in line and<br>
come to a sentence<br>
saying there are few<br>
things that can’t be<br>
cured by a hot bath<br>
above the name<br>
Sylvia Plath.<br>
I rest my case,<br>
placing the booklet<br>
back by its petite<br>
companions Sweet Nothings<br>
and Simple Wisdom …<br>
but not The Book of Sorrows ,<br>
a multivolume set<br>
like the old Britannica<br>
that each of us receives<br>
in installments<br>
of unpredictable<br>
heft and frequency<br>
over a lifetime.",NEGATIVE,0.985565721988678<br>
124,https://poets.org/poem/minstrel-man,Minstrel Man,Langston Hughes,"Because my mouth<br>
Is wide with laughter<br>
And my throat<br>
Is deep with song,<br>
You do not think<br>
I suffer after<br>
I have held my pain<br>
So long.<br>
Because my mouth<br>
Is wide with laughter,<br>
You do not hear<br>
My inner cry,<br>
Because my feet<br>
Are gay with dancing,<br>
You do not know<br>
I die.",POSITIVE,0.9978941082954407<br>
125,https://poets.org/poem/two-who-crossed-line,Two Who Crossed a Line,Countee Cullen,"From where she stood the air she craved<br>
Smote with the smell of pine;<br>
It was too much to bear; she braved<br>
Her gods and crossed the line.<br>
And we were hurt to see her go,<br>
With her fair face and hair,<br>
And veins too thin and blue to show<br>
What mingled blood flowed there.<br>
We envied her a while, who still<br>
Pursued the hated track;<br>
Then we forgot her name, until<br>
One day her shade came back.<br>
Calm as a wave without a crest,<br>
Sorrow-proud and sorrow-wise,<br>
With trouble sucking at her breast,<br>
With tear-disdainful eyes,<br>
She slipped into her ancient place,<br>
And, no word asked, gave none;<br>
Only the silence in her face<br>
Said seats were dear in the sun.",POSITIVE,0.8519517183303833<br>
126,https://poets.org/poem/if-you-knew-0,If You Knew,Ruth Muskrat Bronson,"If you could know the empty ache of loneliness,<br>
Masked well behind the calm indifferent face<br>
Of us who pass you by in studied hurriedness,<br>
Intent upon our way, lest in the little space<br>
Of one forgetful moment hungry eyes implore<br>
You to be kind, to open up your heart a little more,<br>
I’m sure you’d smile a little kindlier, sometimes,<br>
To those of us you’ve never seen before.<br>
If you could know the eagerness we’d grasp<br>
The hand you’d give to us in friendliness;<br>
What vast, potential friendship in that clasp<br>
We’d press, and love you for your gentleness;<br>
If you could know the wide, wide reach<br>
Of love that simple friendliness could teach,<br>
I’m sure you’d say “Hello, my friend,” sometimes,<br>
And now and then extend a hand in friendliness to each.",POSITIVE,0.9990983009338379<br>
127,https://poets.org/poem/dead-friend,To a Dead Friend,Langston Hughes,"The moon still sends its mellow light<br>
Through the purple blackness of the night;<br>
The morning star is palely bright<br>
Before the dawn.<br>
The sun still shines just as before;<br>
The rose still grows beside my door,<br>
But you have gone.<br>
The sky is blue and the robin sings;<br>
The butterflies dance on rainbow wings<br>
Though I am sad.<br>
In all the earth no joy can be;<br>
Happiness comes no more to me,<br>
For you are dead.",POSITIVE,0.9858568906784058<br>
128,https://poets.org/poem/vampire-3,The Vampire,Delmira Agustini,"In the bosom of the sad evening<br>
I called upon your sorrow… Feeling it was<br>
Feeling your heart as well. You were pale<br>
Even your voice, your waxen eyelids,<br>
Lowered… and remained silent… You seemed<br>
To hear death passing by… I who had opened<br>
Your wound bit on it—did you feel me?—<br>
As into the gold of a honeycomb I bit!<br>
I squeezed even more treacherously, sweetly<br>
Your heart mortally wounded,<br>
By the cruel dagger, rare and exquisite,<br>
Of a nameless illness, until making it bleed in sobs!<br>
And the thousand mouths of my damned thirst<br>
I offered to that open fountain in your suffering.<br>
.  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .<br>
Why was I your vampire of bitterness?<br>
Am I a flower or a breed of an obscure species<br>
That devours sores and gulps tears?<br>
El vampiro<br>
El vampiro<br>
En el regazo de la tarde triste Yo invoqué tu dolor… Sentirlo era Sentirte el corazón! Palideciste Hasta la voz, tus párpados de cera,<br>
En el regazo de la tarde triste<br>
Yo invoqué tu dolor… Sentirlo era<br>
Sentirte el corazón! Palideciste<br>
Hasta la voz, tus párpados de cera,<br>
Bajaron… y callaste… y pareciste Oír pasar la Muerte… Yo que abriera Tu herida mordí en ella —¿me sentiste? — Como en el oro de un panal mordiera!<br>
Bajaron… y callaste… y pareciste<br>
Oír pasar la Muerte… Yo que abriera<br>
Tu herida mordí en ella —¿me sentiste? —<br>
Como en el oro de un panal mordiera!<br>
Y exprimí más, traidora, dulcemente Tu corazón herido mortalmente, Por la cruel daga rara y exquisita De un mal sin nombre, hasta sangrarlo en llanto! Y las mil bocas de mi sed maldita Tendí á esa fuente abierta en tu quebranto. .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .<br>
Y exprimí más, traidora, dulcemente<br>
Tu corazón herido mortalmente,<br>
Por la cruel daga rara y exquisita<br>
De un mal sin nombre, hasta sangrarlo en llanto!<br>
Y las mil bocas de mi sed maldita<br>
Tendí á esa fuente abierta en tu quebranto.<br>
.  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .<br>
¿Por qué fui tu vampiro de amargura?… ¿Soy flor ó estirpe de una especie obscura Que come llagas y que bebe el llanto?<br>
¿Por qué fui tu vampiro de amargura?…<br>
¿Soy flor ó estirpe de una especie obscura<br>
Que come llagas y que bebe el llanto?",NEGATIVE,0.9752129316329956<br>
129,https://poets.org/poem/if-you-should-go,If You Should Go,Countee Cullen,"Love, leave me like the light,<br>
The gently passing day;<br>
We would not know, but for the night,<br>
When it has slipped away.<br>
So many hopes have fled,<br>
Have left me but the name<br>
Of what they were. When love is dead,<br>
Go thou, beloved, the same.<br>
Go quietly; a dream<br>
When done, should leave no trace<br>
That it has lived, except a gleam<br>
Across the dreamer’s face.",POSITIVE,0.9386580586433411<br>
131,https://poets.org/poem/through-time-and-bitter-distance,Through Time and Bitter Distance,Emily Pauline Johnson,"The cutting blast, the hurl of biting brine,<br>
May freeze, and still, and bind the waves at war,<br>
Ere you will ever know, O! Heart of mine,<br>
That I have sought, reflected in the blue<br>
Of these sea depths, some shadow of your eyes;<br>
Have hoped the laughing waves would sing of you,<br>
But this is all my starving sight descries—<br>
Far out at sea a sail<br>
Bends to the freshening breeze,<br>
Yields to the rising gale,<br>
That sweeps the seas;<br>
Yields, as a bird wind-tossed,<br>
To saltish waves that fling<br>
Their spray, whose rime and frost<br>
Like crystals cling<br>
To canvas, mast and spar,<br>
Till, gleaming like a gem,<br>
She sinks beyond the far<br>
Horizon’s hem.<br>
Lost to my longing sight,<br>
And nothing left to me<br>
Save an oncoming night,—<br>
An empty sea.",POSITIVE,0.7094955444335938<br>
132,https://poets.org/poem/ruins-bam,The Ruins of Bam,Garous Abdolmalekian,"For the city of Bam destroyed in the 2003 earthquake<br>
The window is black<br>
the table, black<br>
the sky, black<br>
the snow, black<br>
You’re mistaken!<br>
I don’t need medicine<br>
or a psychotherapist.<br>
Just lift these stones,<br>
sweep aside the earth<br>
and look into my eyes!<br>
My eyes<br>
that are round like the Earth<br>
an image of the world<br>
the world of shut doors<br>
of countless walls<br>
anytime I stand before the mirror<br>
the image of an upside-down tortoise<br>
makes me long for a passer-by<br>
to arrive and invert the world<br>
Some night<br>
our hands will tremble from all this solitude<br>
and our depiction on the canvas<br>
will be scribbled out<br>
the ruins of Bam scribbled out<br>
the shelters we built<br>
collapsing on our heads<br>
I am terrified by the next images in this poem<br>
the image of God lifting all the doors onto his shoulders<br>
getting away<br>
retreating far and then farther<br>
I write: one day<br>
the missing keys will be recovered.<br>
What should we do about the missing locks.",NEGATIVE,0.9571427702903748<br>
133,https://poets.org/poem/sadness,Sadness,William Saphier,"It is a huge curtain,<br>
stretched at a distance around me.<br>
Aimless gypsies crawl up and over the curtain.<br>
They are my days.<br>
They neither sing nor laugh<br>
but hop over the top of my sadness.<br>
Here and there one wears a gay shirt.<br>
He is faster than the rest.<br>
Even in my sleep with closed eyes<br>
I cannot pierce this drapery.<br>
Some day I will wind a child’s smile around my face<br>
and thus disguised<br>
Slip through the curtain and jump ...<br>
Where?<br>
Ah, yes, where?",NEGATIVE,0.9676428437232971<br>
134,https://poets.org/poem/yesterday-and-morrow,Yesterday and To-morrow,Paul Laurence Dunbar,"Reverently I pressed it,<br>
And its gentle yieldingness<br>
From my soul I blessed it.<br>
Sad and sore repining;<br>
Must our gold forever know<br>
Flames for the refining?<br>
Could a day be sweeter?<br>
Life was all a lyric song<br>
Set to tricksy meter.<br>
Place my arms around you,<br>
Let me feel the same dear joy<br>
As when first I found you.<br>
From these roads unpleasant,<br>
Let my heart and mind and soul<br>
All ignore the present.<br>
And to-day means sorrow.<br>
Pause, my soul, arise, arise,<br>
Look where gleams the morrow.",POSITIVE,0.9988798499107361<br>
135,https://poets.org/poem/tasting-earth,Tasting the Earth,James Oppenheim,"And my forsaken heart would give me no rest, no pause and no peace,<br>
Though I turned my face far from the wailing of my bereavement...<br>
Then I said: I will eat of this sorrow to its last shred,<br>
I will take it unto me utterly,<br>
I will see if I be not strong enough to contain it...<br>
What do I fear? Discomfort?<br>
How can it hurt me, this bitterness?<br>
Turning toward it, and giving up to it,<br>
I found it deeper than my own self...<br>
O dark great mother-globe so close beneath me...<br>
It was she with her inexhaustable grief,<br>
Ages of blood-drenched jungles, and the smoking of craters, and the roar of tempests,<br>
And moan of the forsaken seas,<br>
It was she with the hills beginning to walk in the shapes of the dark-hearted animals,<br>
It was she risen, dashing away tears and praying to dumb skies, in the pomp-crumbling tragedy of man...<br>
It was she, container of all griefs, and the buried dust of broken hearts,<br>
Cry of the christs and the lovers and the child-stripped mothers,<br>
And ambition gone down to defeat, and the battle overborne,<br>
And the dreams that have no waking...<br>
On the food of the strong I fed, on dark strange life itself:<br>
Wisdom-giving and sombre with the unremitting love of ages...<br>
And bitter sea on my lips,<br>
In a dark hour, tasting the Earth.",POSITIVE,0.6180295944213867<br>
136,https://poets.org/poem/vale-malevolent-volume,The Vale of Malevolent Volume,Justin Phillip Reed,"unmythologically we dragged the bodies<br>
there to find themselves finally bodies<br>
backward dragged them over the leaves’<br>
unrest limbs trussed in our perforated thirst<br>
in blackness the moon like a nail snatched<br>
from bed their heads with nowhere to turn<br>
but the backs of our throats which were<br>
everywhere throats once such baskets<br>
of holy and hopesburrow then hornets’ nests<br>
of nameinvain then hammer doors and fists<br>
fastening sounds we made were the fiction<br>
of us reciting itself until all our bark was<br>
callous perhaps at last our loudlack<br>
worried them sick the cities were hard<br>
to remember not long after we killed<br>
the lights not long before we plunged them<br>
darkly under claws our concrete scrabble<br>
tunneled under the suburbs and stormed<br>
the stairs and stories and stories of children<br>
here when knots of fingers slipped from root<br>
and crag when we molar nagged the ankles<br>
married bone to bone we understood their<br>
outbursts what a tongue would not contort<br>
enough to soothe we knew that noise<br>
as well as we knew our swarm at last to be<br>
a denser compaction of lightlessness<br>
than any against which their terror raked<br>
itself raw our jaws recorded their melancholy<br>
for flailing which we engraved on the forests<br>
we recognized the cries we didn’t pretend not<br>
to hear them hearing did not make us want to stop",NEGATIVE,0.9936663508415222<br>
137,https://poets.org/poem/now-hes-etching,Now He’s an Etching,Patricia Smith,"a southern body falters. Muscles whine<br>
with toiling, browning teeth go tilt and splay,<br>
then tremulous and gone. The serpentine<br>
and slapdash landscape of his mouth is maze<br>
for blue until the heart—so sparsely blessed,<br>
lethargic in its fatty cloak—OKs<br>
that surge of Tallahatchie through his chest,<br>
and Lordy, hear that awful moan unlatch?<br>
Behind the mic, he’s drowning in that great<br>
migration uniform of sharkskin patched<br>
with prayer and dust. His cramped feet palpitate<br>
in alligator kickers, needle-toed,<br>
so tight he feels the thudding blood, so tight<br>
they make it way too easy to unload<br>
his woe. The drunken drummer misses right<br>
on time, the speakers sputter static, but<br>
our bluesman gravels anyhow— The moon<br>
won’t even rise for me tonight / now what’s<br>
a brokedown man gon’ do? That wretched croon<br>
delights the urban wanderers, intent<br>
on loving on this perfect underwhelm<br>
of Negro, jinxed and catastrophic, bent<br>
into his hurting halves. Inside the realm<br>
of pain as pageant, woozy revelers raise<br>
their plastic cups of fizz and watered rye<br>
to toast the warbler of decay, whose dazed<br>
.",NEGATIVE,0.9832209348678589<br>
138,https://poets.org/poem/ghazal-ya-ltyf-ya-lateef,Ghazal !يا لطيف (Ya Lateef!),Marilyn Hacker,"A lot more malaise and a little more grief every day, aware that all seasons, the stormy, the sunlit, are brief every day.<br>
I don’t know the name of the hundredth drowned child, just the names<br>
of the oligarchs trampling the green, eating beef every day,<br>
while luminous creatures flick, stymied, above and around<br>
the plastic detritus that’s piling up over the reef every day.<br>
A tiny white cup of black coffee in afternoon shade,<br>
while an oud or a sax plays brings breath and relief every day.<br>
Another beginning, no useful conclusion in sight‚—<br>
another first draft that I tear out and add to the sheaf every day.<br>
One name, three-in-one, ninety-nine, or a matrix of tales<br>
that are one story only, well-springs of belief every day.<br>
But I wake before dawn to read news that arrived overnight<br>
on a minuscule screen , and exclaim  يا لطيف every day.",NEGATIVE,0.996938943862915<br>
139,https://poets.org/poem/miracle-0,The Miracle,Fenton Johnson,"Though I was dwelling in a prison house,<br>
My soul was wandering by the carefree stream<br>
Through fields of green with gold eyed daisies strewn,<br>
And daffodils and sunflower cavaliers.<br>
And near me played a little browneyed child,<br>
A winsome creature God alone conceived,<br>
“Oh, little friend,” I begged. “Give me a flower<br>
That I might bear it to my lonely cell.”<br>
He plucked a dandelion, an ugly bloom,<br>
But tenderly he placed it in my hand,<br>
And in his eyes I saw the sign of love.<br>
‘Twas then the dandelion became a rose.",POSITIVE,0.9991099238395691<br>
140,https://poets.org/poem/men-keep-dying,Men Keep on Dying,Michael McGriff,"to the memory of Denis Johnson<br>
The stranger bites into an orange<br>
and places the rind between us<br>
on the park bench.<br>
It becomes a small raft of fire.<br>
I came here to admire<br>
the iron-lit indifference<br>
of the geese on the pond.<br>
The summers here<br>
are a circuit in parallel<br>
with everything I cannot say,<br>
wrote the inventor<br>
before he was hanged<br>
from the bridge<br>
this park is named after.<br>
His entire life devoted<br>
to capturing inextinguishable light<br>
in a teardrop of enamel.<br>
He was hanged for touching<br>
the forehead of another man<br>
in the wrong century.<br>
The only thing invented<br>
by the man I lost yesterday<br>
was his last step into a final<br>
set of parenthesis.<br>
I came here to watch the geese<br>
and think of him.<br>
The stranger and I<br>
share the orange rind<br>
as an ashtray.<br>
He lights my cigarette<br>
and the shadows of our hands<br>
touch on the ground.<br>
His left leg is amputated<br>
below the knee<br>
and the bell tower rings<br>
above the town.<br>
I tell him my name<br>
and he says nothing.<br>
With the charred end of a stick<br>
something shaped like a child<br>
on the other side of the pond<br>
draws a door on a concrete wall<br>
and I wonder where the dead<br>
wait in line to be born.",NEGATIVE,0.9869745969772339<br>
141,https://poets.org/poem/killing-field-memorial,Killing Field Memorial,Susan Coultrap-McQuin,"Ghosts hover here,<br>
haunt the tower of 5,000 skulls,<br>
the field of bone fragments,<br>
the pieces of blue cloth,<br>
poking from bare ground.<br>
They rise from unmarked graves<br>
of teachers and shopkeepers<br>
dragged from their work,<br>
housewives shot on the street.<br>
They mourn for the monks<br>
murdered mid-chant,<br>
the girls who were raped,<br>
the boys badly beaten,<br>
every toddler killed,<br>
terrified and confused.<br>
In this place, guides murmur lessons<br>
of history and hope—<br>
We can learn from the past,<br>
perhaps.          Better to be kind<br>
than kill.          Never repeat<br>
those mistakes.<br>
Yet the warm breeze gathers<br>
these spirits and sighs, blows<br>
over the seas to Congo, Sudan,<br>
Myanmar and back to us.<br>
It touches our brows,<br>
our silence,<br>
our grief.",POSITIVE,0.9968360662460327<br>
142,https://poets.org/poem/i-cannot-sing,I Cannot Sing,Edward Nathaniel Harleston,"I cannot sing, because when a child,<br>
My mother often hushed me.<br>
The others she allowed to sing,<br>
No matter what their melody.<br>
And since I’ve grown to manhood<br>
All music I applaud,<br>
But have no voice for singing,<br>
So I write my songs to God.<br>
I have ears and know the measures,<br>
And I’ll write a song for you,<br>
But the world must do the singing<br>
Of my sonnets old and new.<br>
Now tell me, world of music,<br>
Why I cannot sing one song?<br>
Is it because my mother hushed me<br>
And laughed when I was wrong?<br>
Although I can write music,<br>
And tell when harmony’s right,<br>
I will never sing better than when<br>
My song was hushed one night.<br>
Fond mothers, always be careful;<br>
Let the songs be poorly sung.<br>
To hush the child is cruel;<br>
Let it sing while it is young.",NEGATIVE,0.9950096607208252<br>
143,https://poets.org/poem/farewell-3,Farewell,Alice Dunbar-Nelson,"Farewell, sweetheart, and again farewell;<br>
To day we part, and who can tell<br>
If we shall e’er again<br>
Meet, and with clasped hands<br>
Renew our vows of love, and forget<br>
The sad, dull pain.<br>
Dear heart, ’tis bitter thus to lose thee<br>
And think mayhap, you will forget me;<br>
And yet, I thrill<br>
As I remember long and happy days<br>
Fraught with sweet love and pleasant memories<br>
That linger still<br>
You go to loved ones who will smile<br>
And clasp you in their arms, and all the while<br>
I stay and moan<br>
For you, my love, my heart and strive<br>
To gather up life’s dull, gray thread<br>
And walk alone.<br>
Aye, with you love the red and gold<br>
Goes from my life, and leaves it cold<br>
And dull and bare,<br>
Why should I strive to live and learn<br>
And smile and jest, and daily try<br>
You from my heart to tare?<br>
Nay, sweetheart, rather would I lie<br>
Me down, and sleep for aye; or fly<br>
To regions far<br>
Where cruel Fate is not and lovers live<br>
Nor feel the grim, cold hand of Destiny<br>
Their way to bar.<br>
I murmur not, dear love, I only say<br>
Again farewell. God bless the day<br>
On which we met,<br>
And bless you too, my love, and be with you<br>
In sorrow or in happiness, nor let you<br>
E’er me forget.",POSITIVE,0.9977318644523621<br>
144,https://poets.org/poem/xlv-ice-pools,XLV [Before the ice is in the pools],Emily Dickinson,"Before the ice is in the pools,<br>
Before the skaters go,<br>
Or any cheek at nightfall<br>
Is tarnished by the snow,<br>
Before the fields have finished,<br>
Before the Christmas tree,<br>
Wonder upon wonder<br>
Will arrive to me!<br>
What we touch the hems of<br>
On a summer’s day;<br>
What is only walking<br>
Just a bridge away;<br>
That which sings so, speaks so,<br>
When there’s no one here,—<br>
Will the frock I wept in<br>
Answer me to wear?",POSITIVE,0.9264218211174011<br>
145,https://poets.org/poem/station-0,The Station,Stephanos Papadopoulos,"The train axle still rests on the railway tracks<br>
its solid metal wheels lodged in the dirt,<br>
the dandelions and yellow weeds the color<br>
of a yellow sweatshirt, push through the gravel<br>
with the persistence of something not planted,<br>
unplanned. I am trailed by the detritus,<br>
the reminders in mute things,<br>
by the needle oak and the green benches at Weaver,<br>
and the railway car, now a bar, and the parking lot<br>
where once I stopped you, and here I sit in silence.<br>
Love gone, empties the world of brightness,<br>
the trees are paper cut-outs propped on stands,<br>
the green fields of Pessoa are dead and brown,<br>
the flowery hue of a buttercup shirt, the squirrels,<br>
in quiet industry, remind me of your hands.<br>
I want to lie down in a field in North Carolina<br>
and let the June bugs carry me,<br>
let the stiff grass grow through me<br>
let the weeds and dandelions feed from this sadness<br>
and grow tall again, uncut, like the ones that still live<br>
by this steel axle, the one left anchored<br>
in the red earth and creosote of Carrboro Station.",NEGATIVE,0.9655049443244934<br>
